title,url,watched_on
Array of Objects Java Tutorial #73,https://www.youtube.com/watch?v=1hUUsuDfmSw,"Oct 19, 2024, 7:08:51 PM PST"
Java Swing JTable Demo,https://www.youtube.com/watch?v=S6evF1T_lrU,"Oct 19, 2024, 7:03:21 PM PST"
JTable in JAVA Swing | Delete Selected Row From JTable,https://www.youtube.com/watch?v=OsgX1grOJZA,"Oct 19, 2024, 7:01:07 PM PST"
Java HashMap 🗺️,https://www.youtube.com/watch?v=0dR-YAFFg6I,"Oct 19, 2024, 4:53:57 PM PST"
HashMap Java Tutorial #50,https://www.youtube.com/watch?v=70qy6_gw1Hc,"Oct 19, 2024, 4:27:07 PM PST"
HashMap Java Tutorial #50,https://www.youtube.com/watch?v=70qy6_gw1Hc,"Oct 18, 2024, 6:14:01 PM PST"
How to Set Up Java Development in Visual Studio Code on Windows | vsCode Java Development Basics,https://www.youtube.com/watch?v=ClU9N4ub_Ko,"Oct 14, 2024, 1:36:08 AM PST"
Classical Music for When You’re on a Deadline,https://www.youtube.com/watch?v=dwY7w0k3j2Y,"Sep 24, 2024, 3:21:34 PM PST"
How to Design a Website Landing Page | HTML and CSS Tutorial for Beginners,https://www.youtube.com/watch?v=hqS28BpESnk,"Aug 16, 2024, 7:05:47 PM PST"
CSS in 100 Seconds,https://www.youtube.com/watch?v=OEV8gMkCHXQ,"Aug 16, 2024, 7:04:29 PM PST"
Making a Game in JavaScript with No Experience,https://www.youtube.com/watch?v=r9I4DuGmJ2Y,"Aug 12, 2024, 3:06:42 AM PST"
Friends on the Other Side | Princess and the Frog (HDR),https://www.youtube.com/watch?v=k7Il8L0O1AQ,"Aug 11, 2024, 8:31:56 PM PST"
Add image on C++ Output Console | graphics.h in C++ | Code4xU,https://www.youtube.com/watch?v=7e9aXckYjSI,"Aug 11, 2024, 4:21:08 PM PST"
NOKNOKAN NG SARAP SA MAGGI® MAGIC CHICKEN CUBE!,https://www.youtube.com/watch?v=c2107GiWzLg,"Jun 29, 2024, 7:02:48 PM PST"
LISA - ROCKSTAR (Official Music Video),https://www.youtube.com/watch?v=hbcGx4MGUMg,"Jun 28, 2024, 11:11:48 PM PST"
Learn Web Design For Beginners - Full Course,https://www.youtube.com/watch?v=j6Ule7GXaRs,"Jun 28, 2024, 9:42:50 PM PST"
Shop at Temu,https://www.youtube.com/watch?v=BOoXa7gP-nw,"Jun 28, 2024, 9:36:57 PM PST"
Yet Another ULTIMATE Programming Languages Tier List (2024),https://www.youtube.com/watch?v=AQccsZpEgYY,"Jun 27, 2024, 10:03:22 PM PST"
Download Lazada App -200030012628354,https://www.youtube.com/watch?v=BKSwVbOl56k,"Jun 27, 2024, 10:02:57 PM PST"
Programming Language Tier List,https://www.youtube.com/watch?v=W5Il_Q2iEYQ,"Jun 26, 2024, 11:26:17 PM PST"
The Programming Language Guide,https://www.youtube.com/watch?v=2lVDktWK-pc,"Jun 26, 2024, 11:24:42 PM PST"
Programming vs Coding - What's the difference?,https://www.youtube.com/watch?v=CIRGjwYgdT4,"Jun 26, 2024, 11:20:32 PM PST"
Coding vs Programming | What Is The Difference Between Coding And Programming? | Simplilearn,https://www.youtube.com/watch?v=AZ0ja83nMVc,"Jun 26, 2024, 11:19:33 PM PST"
